lemma,pos,count,freq_per_100000
demarcate,VERB,6,0.04523102537754525
demarcated,ADJ,1,0.0075385042295908755
demarcation,NOUN,8,0.060308033836727004
demark,VERB,1,0.0075385042295908755
dematerialization,NOUN,1,0.0075385042295908755
dematerialize,VERB,1,0.0075385042295908755
deme,NOUN,5,0.03769252114795438
demean,NOUN,1,0.0075385042295908755
demean,VERB,12,0.0904620507550905
demeaning,ADJ,7,0.05276952960713613
demeanor,NOUN,35,0.26384764803568067
demeans,PROPN,1,0.0075385042295908755
dement,PROPN,4,0.030154016918363502
demented,ADJ,1,0.0075385042295908755
dementia,NOUN,91,0.6860038848927696
dementia,PROPN,14,0.10553905921427226
demerit,NOUN,4,0.030154016918363502
demerol,PROPN,1,0.0075385042295908755
demerol,VERB,1,0.0075385042295908755
demeter,PROPN,6,0.04523102537754525
demethylate,VERB,3,0.022615512688772627
demethylation,NOUN,5,0.03769252114795438
demethylation,PROPN,1,0.0075385042295908755
demetrius,PROPN,2,0.015077008459181751
demi,ADJ,1,0.0075385042295908755
demi,NOUN,2,0.015077008459181751
demi,PROPN,20,0.1507700845918175
demigod,NOUN,2,0.015077008459181751
demilitarization,NOUN,1,0.0075385042295908755
demilitarize,NOUN,2,0.015077008459181751
demilitarize,VERB,7,0.05276952960713613
demimondaine,NOUN,1,0.0075385042295908755
demimonde,NOUN,3,0.022615512688772627
demineralization,NOUN,1,0.0075385042295908755
demise,NOUN,74,0.5578493129897248
demise,VERB,1,0.0075385042295908755
demitasse,NOUN,1,0.0075385042295908755
demiurge,VERB,1,0.0075385042295908755
demo,NOUN,14,0.10553905921427226
demobilize,VERB,2,0.015077008459181751
democracy,ADJ,15,0.11307756344386313
democracy,NOUN,561,4.2291008728004815
democracy,PROPN,51,0.3844637157091347
democrat,ADJ,1,0.0075385042295908755
democrat,NOUN,28,0.21107811842854451
democrat,PROPN,246,1.8544720404793553
democratic,ADJ,853,6.430344107841017
democratic,PROPN,337,2.540475925372125
democratically,ADV,21,0.15830858882140839
democratization,NOUN,17,0.12815457190304488
democratization,PROPN,1,0.0075385042295908755
democratize,VERB,14,0.10553905921427226
democratizing,NOUN,1,0.0075385042295908755
democrats,PROPN,1023,7.711889826871466
demogorgon,NOUN,1,0.0075385042295908755
demographer,NOUN,8,0.060308033836727004
demographic,ADJ,210,1.583085888214084
demographic,NOUN,80,0.60308033836727
demographic,PROPN,18,0.13569307613263576
demographic,VERB,1,0.0075385042295908755
demographically,ADV,11,0.08292354652549963
demographics,NOUN,1,0.0075385042295908755
demographics,PROPN,4,0.030154016918363502
demography,NOUN,10,0.07538504229590876
demoiselles,PROPN,2,0.015077008459181751
demolish,NOUN,1,0.0075385042295908755
demolish,VERB,73,0.5503108087601339
demolishing,NOUN,1,0.0075385042295908755
demolition,NOUN,27,0.20353961419895364
demon,NOUN,105,0.791542944107042
demon,PROPN,13,0.09800055498468138
demonic,ADJ,7,0.05276952960713613
demonic,NOUN,1,0.0075385042295908755
demonic,PROPN,3,0.022615512688772627
demonically,ADV,1,0.0075385042295908755
demonio,PROPN,1,0.0075385042295908755
demonism,NOUN,1,0.0075385042295908755
demonization,NOUN,8,0.060308033836727004
demonization,PROPN,1,0.0075385042295908755
demonize,VERB,24,0.180924101510181
demonized,ADJ,1,0.0075385042295908755
demonizing,NOUN,3,0.022615512688772627
demonizing,PROPN,1,0.0075385042295908755
demonology,NOUN,2,0.015077008459181751
demonstrable,ADJ,17,0.12815457190304488
demonstrably,ADV,23,0.17338559728059014
demonstrate,ADJ,2,0.015077008459181751
demonstrate,NOUN,23,0.17338559728059014
demonstrate,PROPN,11,0.08292354652549963
demonstrate,VERB,2523,19.01964617125778
demonstrated,ADJ,9,0.06784653806631788
demonstrating,PROPN,3,0.022615512688772627
demonstration,NOUN,378,2.849554598785351
demonstration,PROPN,6,0.04523102537754525
demonstration,VERB,1,0.0075385042295908755
demonstrative,ADJ,4,0.030154016918363502
demonstrator,NOUN,49,0.36938670724995293
demonstrators,PROPN,1,0.0075385042295908755
demoralization,NOUN,3,0.022615512688772627
demoralize,NOUN,1,0.0075385042295908755
demoralize,VERB,14,0.10553905921427226
demoralizing,ADJ,5,0.03769252114795438
demoralizing,NOUN,4,0.030154016918363502
demos,PROPN,15,0.11307756344386313
demote,VERB,13,0.09800055498468138
demotic,ADJ,2,0.015077008459181751
demotic,NOUN,2,0.015077008459181751
demotic,PROPN,3,0.022615512688772627
demotion,NOUN,7,0.05276952960713613
demotivating,ADJ,1,0.0075385042295908755
dempster,PROPN,1,0.0075385042295908755
demur,NOUN,1,0.0075385042295908755
demur,VERB,11,0.08292354652549963
demure,ADJ,3,0.022615512688772627
demure,NOUN,5,0.03769252114795438
demurely,ADV,2,0.015077008459181751
demureness,NOUN,1,0.0075385042295908755
demurral,ADJ,1,0.0075385042295908755
demurral,NOUN,5,0.03769252114795438
demurral,PROPN,1,0.0075385042295908755
demurral,VERB,1,0.0075385042295908755
demyelinate,VERB,2,0.015077008459181751
demyelination,NOUN,1,0.0075385042295908755
demystification,NOUN,2,0.015077008459181751
demystify,VERB,12,0.0904620507550905
demythologize,VERB,1,0.0075385042295908755
den,NOUN,53,0.39954072416831643
den,PROPN,14,0.10553905921427226
den,VERB,1,0.0075385042295908755
denarii,NOUN,1,0.0075385042295908755
denarius,NOUN,1,0.0075385042295908755
denarius,PROPN,2,0.015077008459181751
denaturant,ADJ,1,0.0075385042295908755
denaturate,VERB,1,0.0075385042295908755
denaturation,ADJ,1,0.0075385042295908755
denaturation,NOUN,93,0.7010808933519515
denaturation,PROPN,1,0.0075385042295908755
denature,NOUN,6,0.04523102537754525
denature,VERB,136,1.025236575224359
denatured,ADJ,14,0.10553905921427226
denaturing,ADJ,18,0.13569307613263576
denaturing,NOUN,13,0.09800055498468138
denaturing,PROPN,1,0.0075385042295908755
dendranthema,PROPN,5,0.03769252114795438
dendrite,ADJ,1,0.0075385042295908755
dendrite,NOUN,38,0.28646316072445327
dendrite,PROPN,2,0.015077008459181751
dendrite,VERB,2,0.015077008459181751
dendritic,ADJ,118,0.8895434990917234
dendritic,NOUN,1,0.0075385042295908755
dendrogram,ADJ,1,0.0075385042295908755
dendrogram,ADV,1,0.0075385042295908755
dendrogram,NOUN,9,0.06784653806631788
dendrogram,PROPN,22,0.16584709305099926
dendrogram,VERB,9,0.06784653806631788
dene,NOUN,1,0.0075385042295908755
dene,PROPN,9,0.06784653806631788
denervation,NOUN,1,0.0075385042295908755
dengue,ADJ,29,0.2186166226581354
dengue,NOUN,31,0.23369363111731714
dengue,PROPN,22,0.16584709305099926
deni,ADJ,1,0.0075385042295908755
deni,PROPN,1,0.0075385042295908755
deniability,NOUN,4,0.030154016918363502
deniability,PROPN,1,0.0075385042295908755
denial,ADJ,2,0.015077008459181751
denial,NOUN,217,1.63585541782122
denial,PROPN,11,0.08292354652549963
denial,VERB,2,0.015077008459181751
denied,ADJ,1,0.0075385042295908755
denier,NOUN,3,0.022615512688772627
denies,PROPN,1,0.0075385042295908755
denigrate,VERB,19,0.14323158036222663
denigration,NOUN,6,0.04523102537754525
denim,NOUN,14,0.10553905921427226
denim,PROPN,3,0.022615512688772627
denizen,NOUN,14,0.10553905921427226
denizen,VERB,2,0.015077008459181751
denmark,PROPN,48,0.361848203020362
dennis,PROPN,139,1.0478520879131317
denominate,VERB,2,0.015077008459181751
denomination,NOUN,29,0.2186166226581354
denominational,ADJ,3,0.022615512688772627
denominator,NOUN,70,0.5276952960713613
denominator,PROPN,172,1.2966227274896307
denominator,VERB,1,0.0075385042295908755
denominators,PROPN,7,0.05276952960713613
denotation,NOUN,9,0.06784653806631788
denotative,ADJ,4,0.030154016918363502
denotatively,ADV,4,0.030154016918363502
denotatum,NOUN,2,0.015077008459181751
denote,NOUN,11,0.08292354652549963
denote,PROPN,2,0.015077008459181751
denote,VERB,210,1.583085888214084
denoting,NOUN,1,0.0075385042295908755
denoting,PROPN,1,0.0075385042295908755
denouement,NOUN,12,0.0904620507550905
denounce,NOUN,5,0.03769252114795438
denounce,VERB,191,1.4398543078518573
denouncer,NOUN,1,0.0075385042295908755
denouncing,NOUN,1,0.0075385042295908755
dense,ADJ,166,1.2513917021120853
dense,PROPN,2,0.015077008459181751
densely,ADV,55,0.4146177326274982
densen,PROPN,2,0.015077008459181751
denser,NOUN,12,0.0904620507550905
denser,PROPN,1,0.0075385042295908755
denser,VERB,1,0.0075385042295908755
densest,ADV,1,0.0075385042295908755
densities,PROPN,2,0.015077008459181751
densitometer,NOUN,3,0.022615512688772627
densitometer,PROPN,2,0.015077008459181751
densitometric,ADJ,13,0.09800055498468138
densitometric,PROPN,1,0.0075385042295908755
densitometry,NOUN,38,0.28646316072445327
densitometry,PROPN,9,0.06784653806631788
density,ADJ,1,0.0075385042295908755
density,NOUN,1133,8.541125292126463
density,PROPN,23,0.17338559728059014
dent,ADJ,3,0.022615512688772627
dent,NOUN,34,0.25630914380608977
dent,PROPN,9,0.06784653806631788
dent,VERB,17,0.12815457190304488
dental,ADJ,181,1.3644692655559485
dental,NOUN,32,0.24123213534690802
dental,PROPN,82,0.6181573468264518
dental,VERB,1,0.0075385042295908755
dentate,ADJ,4,0.030154016918363502
dentate,NOUN,1,0.0075385042295908755
dentate,VERB,2,0.015077008459181751
dented,ADJ,1,0.0075385042295908755
dentelles,PROPN,1,0.0075385042295908755
dentification,NOUN,1,0.0075385042295908755
dentist's,NOUN,1,0.0075385042295908755
dentist,ADJ,4,0.030154016918363502
dentist,NOUN,126,0.9498515329284504
dentist,PROPN,1,0.0075385042295908755
dentistry,NOUN,14,0.10553905921427226
dentistry,PROPN,60,0.45231025377545253
dentistry,VERB,5,0.03769252114795438
dentists,PROPN,2,0.015077008459181751
dentition,NOUN,2,0.015077008459181751
dents,PROPN,1,0.0075385042295908755
denture,ADJ,1,0.0075385042295908755
denture,NOUN,10,0.07538504229590876
denudation,NOUN,1,0.0075385042295908755
denude,VERB,2,0.015077008459181751
denuded,ADJ,7,0.05276952960713613
denuding,PROPN,1,0.0075385042295908755
denumerable,NOUN,1,0.0075385042295908755
denunciation,NOUN,30,0.22615512688772627
denunciations,PROPN,1,0.0075385042295908755
denver,PROPN,143,1.0780061048314953
deny,NOUN,4,0.030154016918363502
deny,VERB,866,6.528344662825698
denying,NOUN,7,0.05276952960713613
denying,PROPN,2,0.015077008459181751
deodand,PROPN,1,0.0075385042295908755
deodar,PROPN,1,0.0075385042295908755
deodorant,ADJ,1,0.0075385042295908755
deodorant,NOUN,7,0.05276952960713613
deoxy,ADJ,1,0.0075385042295908755
deoxy,NOUN,2,0.015077008459181751
deoxy,PROPN,1,0.0075385042295908755
deoxygenate,VERB,1,0.0075385042295908755
deoxyribonuclease,NOUN,4,0.030154016918363502
deoxyribonucleic,ADJ,4,0.030154016918363502
deoxyribonucleic,PROPN,2,0.015077008459181751
deoxyribonucleotide,NOUN,3,0.022615512688772627
deoxyribose,NOUN,1,0.0075385042295908755
deoxyribose,PROPN,1,0.0075385042295908755
deoxyribose,VERB,1,0.0075385042295908755
depardieu,PROPN,2,0.015077008459181751
depart,NOUN,9,0.06784653806631788
depart,PROPN,3,0.022615512688772627
depart,VERB,210,1.583085888214084
department's,INTJ,1,0.0075385042295908755
department,ADJ,1,0.0075385042295908755
department,NOUN,1064,8.020968500284692
department,PROPN,1784,13.448691545590123
department,VERB,2,0.015077008459181751
departmental,ADJ,20,0.1507700845918175
departmental,PROPN,1,0.0075385042295908755
departmentalize,VERB,2,0.015077008459181751
departments,NOUN,1,0.0075385042295908755
departments,PROPN,55,0.4146177326274982
departure,ADJ,1,0.0075385042295908755
departure,NOUN,231,1.7413944770354923
departure,PROPN,1,0.0075385042295908755
departure,VERB,1,0.0075385042295908755
departures,PROPN,1,0.0075385042295908755
depe,PROPN,1,0.0075385042295908755
depend,NOUN,17,0.12815457190304488
depend,PROPN,3,0.022615512688772627
depend,VERB,1963,14.79808380268689
dependability,NOUN,6,0.04523102537754525
dependability,PROPN,1,0.0075385042295908755
dependable,ADJ,24,0.180924101510181
dependably,ADV,2,0.015077008459181751
dependant,ADJ,10,0.07538504229590876
dependence,NOUN,303,2.2841667815660354
dependence,PROPN,9,0.06784653806631788
dependency,NOUN,77,0.5804648256784974
dependency,PROPN,2,0.015077008459181751
dependent,ADJ,1521,11.466064933207722
dependent,ADV,5,0.03769252114795438
dependent,NOUN,25,0.1884626057397719
dependent,NUM,43,0.3241556818724077
dependent,PROPN,34,0.25630914380608977
dependently,ADV,7,0.05276952960713613
dependently,NOUN,2,0.015077008459181751
dependents,PROPN,1,0.0075385042295908755
depending,NOUN,4,0.030154016918363502
depending,PROPN,1,0.0075385042295908755
depends,PROPN,2,0.015077008459181751
depersonalization,NOUN,1,0.0075385042295908755
depersonalize,VERB,5,0.03769252114795438
depersonalizing,ADJ,1,0.0075385042295908755
dephlogisticate,VERB,1,0.0075385042295908755
dephosphorylate,VERB,28,0.21107811842854451
dephosphorylation,NOUN,40,0.301540169183635
depict,NOUN,21,0.15830858882140839
depict,VERB,514,3.87479117400971
depicting,ADJ,3,0.022615512688772627
depicting,NOUN,2,0.015077008459181751
depiction,NOUN,94,0.7086193975815424
depicts,PROPN,1,0.0075385042295908755
depilate,ADJ,1,0.0075385042295908755
depilatory,NOUN,1,0.0075385042295908755
depletable,ADJ,3,0.022615512688772627
deplete,ADJ,5,0.03769252114795438
deplete,ADP,1,0.0075385042295908755
deplete,NOUN,1,0.0075385042295908755
deplete,VERB,130,0.9800055498468139
depleted,ADJ,15,0.11307756344386313
depleted,PROPN,1,0.0075385042295908755
depleting,ADJ,1,0.0075385042295908755
depletion,NOUN,186,1.402161786703903
depletion,PROPN,2,0.015077008459181751
deplorable,ADJ,23,0.17338559728059014
deplore,NOUN,8,0.060308033836727004
deplore,VERB,105,0.791542944107042
deplorer,PROPN,1,0.0075385042295908755
deploring,NOUN,1,0.0075385042295908755
deploy,NOUN,1,0.0075385042295908755
deploy,PROPN,1,0.0075385042295908755
deploy,VERB,145,1.0930831132906769
deployable,ADJ,1,0.0075385042295908755
deployment,NOUN,79,0.5955418341376791
deployment,PROPN,4,0.030154016918363502
deploys,PROPN,1,0.0075385042295908755
depolarization,NOUN,44,0.3316941861019985
depolarization,PROPN,1,0.0075385042295908755
depolarize,VERB,22,0.16584709305099926
depolarized,ADJ,1,0.0075385042295908755
depolarizing,ADJ,2,0.015077008459181751
depoliticize,VERB,1,0.0075385042295908755
depoliticized,ADJ,1,0.0075385042295908755
depolymerization,NOUN,4,0.030154016918363502
depolymerize,VERB,5,0.03769252114795438
depolymerizing,ADJ,1,0.0075385042295908755
depopulate,VERB,4,0.030154016918363502
depopulation,NOUN,3,0.022615512688772627
deport,NOUN,3,0.022615512688772627
deport,VERB,40,0.301540169183635
deportable,ADJ,1,0.0075385042295908755
deportable,PROPN,1,0.0075385042295908755
deportation,NOUN,48,0.361848203020362
deportation,PROPN,1,0.0075385042295908755
deporte,PROPN,1,0.0075385042295908755
deportee,NOUN,3,0.022615512688772627
deportment,NOUN,1,0.0075385042295908755
depose,ADJ,1,0.0075385042295908755
depose,NOUN,1,0.0075385042295908755
depose,PROPN,1,0.0075385042295908755
depose,VERB,48,0.361848203020362
deposed,ADJ,2,0.015077008459181751
deposing,NOUN,2,0.015077008459181751
deposit,NOUN,172,1.2966227274896307
deposit,PROPN,8,0.060308033836727004
deposit,VERB,156,1.1760066598161767
depositary,ADJ,1,0.0075385042295908755
depositary,NOUN,1,0.0075385042295908755
depositary,PROPN,1,0.0075385042295908755
depositing,PROPN,1,0.0075385042295908755
deposition,NOUN,237,1.7866255024130375
deposition,PROPN,26,0.19600110996936276
deposition,VERB,1,0.0075385042295908755
depositor,NOUN,10,0.07538504229590876
depository,NOUN,3,0.022615512688772627
depository,PROPN,3,0.022615512688772627
depot,NOUN,12,0.0904620507550905
depot,PROPN,35,0.26384764803568067
depot,VERB,1,0.0075385042295908755
depots,PROPN,2,0.015077008459181751
deprave,VERB,1,0.0075385042295908755
depraved,ADJ,6,0.04523102537754525
depravity,NOUN,11,0.08292354652549963
deprecate,NOUN,1,0.0075385042295908755
deprecate,VERB,11,0.08292354652549963
deprecating,NOUN,1,0.0075385042295908755
deprecatingly,ADV,5,0.03769252114795438
deprecation,NOUN,4,0.030154016918363502
deprecatory,ADJ,1,0.0075385042295908755
deprecatory,NOUN,3,0.022615512688772627
depreciable,ADJ,1,0.0075385042295908755
depreciate,VERB,19,0.14323158036222663
depreciated,ADJ,1,0.0075385042295908755
depreciation,NOUN,28,0.21107811842854451
depreciation,PROPN,3,0.022615512688772627
depreciatory,ADJ,1,0.0075385042295908755
depredation,NOUN,3,0.022615512688772627
depress,NOUN,1,0.0075385042295908755
depress,VERB,80,0.60308033836727
depressant,ADJ,6,0.04523102537754525
depressant,NOUN,15,0.11307756344386313
depressed,ADJ,102,0.7689274314182694
depressed,PROPN,4,0.030154016918363502
depressing,ADJ,44,0.3316941861019985
depressingly,ADV,11,0.08292354652549963
depression,NOUN,287,2.1635507138925814
depression,PROPN,103,0.7764659356478602
depressive,ADJ,29,0.2186166226581354
depressive,NOUN,5,0.03769252114795438
depressive,PROPN,1,0.0075385042295908755
depressive,VERB,1,0.0075385042295908755
depressurization,NOUN,1,0.0075385042295908755
deprivation,NOUN,72,0.542772304530543
deprivation,PROPN,3,0.022615512688772627
deprive,ADJ,1,0.0075385042295908755
deprive,VERB,132,0.9950825583059956
deprived,ADJ,1,0.0075385042295908755
depriving,NOUN,1,0.0075385042295908755
deprogram,NOUN,1,0.0075385042295908755
deprogramme,VERB,1,0.0075385042295908755
deprogrammer,NOUN,2,0.015077008459181751
depth,NOUN,356,2.683707505734352
depth,PROPN,1,0.0075385042295908755
depth,VERB,1,0.0075385042295908755
deputation,NOUN,1,0.0075385042295908755
depute,VERB,1,0.0075385042295908755
deputies,PROPN,35,0.26384764803568067
deputize,VERB,6,0.04523102537754525
deputy,ADJ,34,0.25630914380608977
deputy,NOUN,185,1.3946232824743119
deputy,PROPN,138,1.0403135836835409
deracinate,VERB,2,0.015077008459181751
derail,NOUN,2,0.015077008459181751
derail,VERB,50,0.3769252114795438
derailment,NOUN,2,0.015077008459181751
derails,PROPN,1,0.0075385042295908755
derange,VERB,9,0.06784653806631788
deranged,ADJ,19,0.14323158036222663
deranged,PROPN,2,0.015077008459181751
derangement,NOUN,8,0.060308033836727004
deray,NOUN,1,0.0075385042295908755
derby,ADV,2,0.015077008459181751
derby,NOUN,9,0.06784653806631788
derby,PROPN,17,0.12815457190304488
derbyshire,PROPN,3,0.022615512688772627
dere,ADV,1,0.0075385042295908755
dere,PROPN,3,0.022615512688772627
deregister,VERB,1,0.0075385042295908755
deregulate,PROPN,1,0.0075385042295908755
deregulate,VERB,34,0.25630914380608977
deregulated,ADJ,3,0.022615512688772627
deregulating,NOUN,1,0.0075385042295908755
deregulation,ADJ,1,0.0075385042295908755
deregulation,NOUN,58,0.4372332453162708
deregulation,PROPN,1,0.0075385042295908755
deregulatory,PROPN,1,0.0075385042295908755
derelict,ADJ,3,0.022615512688772627
derelict,NOUN,8,0.060308033836727004
derelict,PROPN,3,0.022615512688772627
derelict,VERB,2,0.015077008459181751
dereliction,NOUN,3,0.022615512688772627
derepression,NOUN,6,0.04523102537754525
derepression,PROPN,1,0.0075385042295908755
deride,NOUN,4,0.030154016918363502
deride,PROPN,1,0.0075385042295908755
deride,VERB,58,0.4372332453162708
deriding,NOUN,1,0.0075385042295908755
derision,NOUN,19,0.14323158036222663
derisive,ADJ,17,0.12815457190304488
derisively,ADV,6,0.04523102537754525
derisory,NOUN,1,0.0075385042295908755
derivable,ADJ,2,0.015077008459181751
derivable,NOUN,1,0.0075385042295908755
derivate,ADJ,1,0.0075385042295908755
derivation,NOUN,92,0.6935423891223605
derivation,PROPN,2,0.015077008459181751
derivative,ADJ,62,0.4673872622346343
derivative,NOUN,178,1.341853752867176
derivative,PROPN,5,0.03769252114795438
derivative,VERB,2,0.015077008459181751
derivatives,PROPN,3,0.022615512688772627
derivatization,NOUN,5,0.03769252114795438
derivatize,VERB,7,0.05276952960713613
derive,ADJ,4,0.030154016918363502
derive,NOUN,24,0.180924101510181
derive,VERB,1660,12.513917021120854
derived,ADJ,13,0.09800055498468138
derived,PROPN,3,0.022615512688772627
deriver,VERB,2,0.015077008459181751
deriving,NOUN,1,0.0075385042295908755
derma,PROPN,1,0.0075385042295908755
dermabrasion,NOUN,1,0.0075385042295908755
dermal,ADJ,56,0.42215623685708903
dermatitis,NOUN,16,0.12061606767345401
dermatitis,PROPN,4,0.030154016918363502
dermatological,ADJ,2,0.015077008459181751
dermatologist,NOUN,5,0.03769252114795438
dermatologist,PROPN,1,0.0075385042295908755
dermatology,NOUN,3,0.022615512688772627
dermatology,PROPN,1,0.0075385042295908755
dermatomyositis,NOUN,5,0.03769252114795438
dermatomyositis,VERB,1,0.0075385042295908755
dermatopathology,PROPN,1,0.0075385042295908755
dermatophytic,ADJ,1,0.0075385042295908755
dermis,NOUN,7,0.05276952960713613
dermis,PROPN,6,0.04523102537754525
dermonecrotic,ADJ,1,0.0075385042295908755
dern,ADJ,1,0.0075385042295908755
dern,PROPN,5,0.03769252114795438
derog,VERB,1,0.0075385042295908755
derogate,VERB,2,0.015077008459181751
derogation,NOUN,2,0.015077008459181751
derogatorily,ADV,1,0.0075385042295908755
derogatory,ADJ,30,0.22615512688772627
derogatory,NOUN,3,0.022615512688772627
derogatory,PROPN,1,0.0075385042295908755
deromanticize,VERB,1,0.0075385042295908755
derrick,NOUN,5,0.03769252114795438
derrick,PROPN,7,0.05276952960713613
derry,PROPN,2,0.015077008459181751
dervish,NOUN,6,0.04523102537754525
dervish,PROPN,1,0.0075385042295908755
dervishes,PROPN,1,0.0075385042295908755
des,PROPN,132,0.9950825583059956
des,X,163,1.2287761894233127
desalination,NOUN,1,0.0075385042295908755
desalt,VERB,9,0.06784653806631788
desalting,NOUN,1,0.0075385042295908755
desaturate,VERB,2,0.015077008459181751
desaturation,NOUN,13,0.09800055498468138
descartes,PROPN,7,0.05276952960713613
descend,NOUN,7,0.05276952960713613
descend,PROPN,2,0.015077008459181751
descend,VERB,240,1.8092410151018101
descendant,ADJ,11,0.08292354652549963
descendant,NOUN,143,1.0780061048314953
descendant,VERB,2,0.015077008459181751
descendants,PROPN,1,0.0075385042295908755
descended,ADJ,2,0.015077008459181751
descendent,NOUN,14,0.10553905921427226
descending,NOUN,22,0.16584709305099926
descending,PROPN,6,0.04523102537754525
descent,ADJ,1,0.0075385042295908755
descent,NOUN,120,0.9046205075509051
descent,PROPN,9,0.06784653806631788
describable,ADJ,2,0.015077008459181751
describe,ADJ,1,0.0075385042295908755
describe,NOUN,12,0.0904620507550905
describe,PROPN,1,0.0075385042295908755
describe,VERB,5820,43.8740946162189
described,ADJ,1,0.0075385042295908755
described,PROPN,3,0.022615512688772627
describing,NOUN,1,0.0075385042295908755
descript,ADJ,1,0.0075385042295908755
description,NOUN,814,6.136342442886972
description,PROPN,31,0.23369363111731714
description,VERB,3,0.022615512688772627
descriptions,PROPN,3,0.022615512688772627
descriptive,ADJ,162,1.221237685193722
descriptive,NOUN,4,0.030154016918363502
descriptive,PROPN,2,0.015077008459181751
descriptively,ADV,3,0.022615512688772627
descriptivism,NOUN,1,0.0075385042295908755
descriptivist,NOUN,1,0.0075385042295908755
descriptor,NOUN,39,0.2940016649540442
descriptors,PROPN,1,0.0075385042295908755
descry,VERB,1,0.0075385042295908755
desdemona,PROPN,5,0.03769252114795438
desecrate,VERB,10,0.07538504229590876
desecration,NOUN,12,0.0904620507550905
desegregate,ADJ,1,0.0075385042295908755
desegregate,VERB,9,0.06784653806631788
desegregated,ADJ,1,0.0075385042295908755
desegregation,NOUN,37,0.2789246564948624
desegregation,PROPN,1,0.0075385042295908755
desensitization,NOUN,33,0.2487706395764989
desensitization,PROPN,1,0.0075385042295908755
desensitize,VERB,11,0.08292354652549963
desensitized,ADJ,1,0.0075385042295908755
desensitizing,ADJ,1,0.0075385042295908755
deseret,PROPN,3,0.022615512688772627
desert,ADJ,2,0.015077008459181751
desert,NOUN,258,1.944934091234446
desert,PROPN,122,0.9196975160100869
desert,VERB,62,0.4673872622346343
deserted,ADJ,12,0.0904620507550905
deserter,NOUN,4,0.030154016918363502
desertion,NOUN,10,0.07538504229590876
deserts,PROPN,1,0.0075385042295908755
deserve,NOUN,2,0.015077008459181751
deserve,PROPN,1,0.0075385042295908755
deserve,VERB,545,4.108484805127027
deserved,ADJ,12,0.0904620507550905
deserved,PROPN,1,0.0075385042295908755
deservedly,ADV,7,0.05276952960713613
deserving,ADJ,9,0.06784653806631788
deserving,NOUN,5,0.03769252114795438
desexing,NOUN,1,0.0075385042295908755
desexualization,NOUN,1,0.0075385042295908755
desi,PROPN,1,0.0075385042295908755
desiccant,ADJ,2,0.015077008459181751
desiccate,NOUN,1,0.0075385042295908755
desiccate,VERB,6,0.04523102537754525
desiccated,ADJ,4,0.030154016918363502
desiccation,NOUN,7,0.05276952960713613
desiccator,NOUN,2,0.015077008459181751
desiderata,NOUN,2,0.015077008459181751
desideratum,NOUN,1,0.0075385042295908755
design,NOUN,2429,18.311026773676236
design,NUM,1,0.0075385042295908755
design,PROPN,132,0.9950825583059956
design,VERB,1994,15.031777433804207
designate,ADJ,17,0.12815457190304488
designate,NOUN,12,0.0904620507550905
designate,PROPN,5,0.03769252114795438
designate,VERB,528,3.9803302332239823
designated,ADJ,1,0.0075385042295908755
designated,PROPN,7,0.05276952960713613
designation,NOUN,120,0.9046205075509051
designation,VERB,1,0.0075385042295908755
designator,NOUN,3,0.022615512688772627
designed,PROPN,1,0.0075385042295908755
designee,ADJ,3,0.022615512688772627
designee,NOUN,4,0.030154016918363502
designee,PROPN,2,0.015077008459181751
designer,NOUN,301,2.2690897731068533
designer,PROPN,4,0.030154016918363502
designing,NOUN,11,0.08292354652549963
designing,PROPN,22,0.16584709305099926
designs,PROPN,8,0.060308033836727004
desinence,NOUN,1,0.0075385042295908755
desipramine,ADJ,3,0.022615512688772627
desipramine,NOUN,3,0.022615512688772627
desirability,NOUN,13,0.09800055498468138
desirable,ADJ,207,1.5604703755253113
desire,NOUN,459,3.460173441382212
desire,PROPN,18,0.13569307613263576
desire,VERB,289,2.178627722351763
desires,PROPN,1,0.0075385042295908755
desirous,ADJ,5,0.03769252114795438
desist,PROPN,1,0.0075385042295908755
desist,VERB,7,0.05276952960713613
desk,NOUN,274,2.0655501589078997
desk,PROPN,9,0.06784653806631788
desktop,ADJ,3,0.022615512688772627
desktop,NOUN,63,0.4749257664642252
desktop,PROPN,1,0.0075385042295908755
desktop,VERB,5,0.03769252114795438
desmoid,ADJ,1,0.0075385042295908755
desmoid,NOUN,1,0.0075385042295908755
desmosomal,NOUN,1,0.0075385042295908755
desmosome,NOUN,1,0.0075385042295908755
desolate,ADJ,22,0.16584709305099926
desolate,VERB,2,0.015077008459181751
desolateness,NOUN,1,0.0075385042295908755
desolation,NOUN,5,0.03769252114795438
desorption,NOUN,2,0.015077008459181751
desorption,PROPN,2,0.015077008459181751
despair,NOUN,64,0.48246427069381603
despair,PROPN,2,0.015077008459181751
despair,VERB,17,0.12815457190304488
despairing,NOUN,5,0.03769252114795438
despatch,NOUN,1,0.0075385042295908755
desperado,PROPN,1,0.0075385042295908755
desperate,ADJ,180,1.3569307613263577
desperate,NOUN,1,0.0075385042295908755
desperate,PROPN,4,0.030154016918363502
desperately,ADV,117,0.8820049948621325
desperately,PROPN,1,0.0075385042295908755
desperation,NOUN,50,0.3769252114795438
despicable,ADJ,19,0.14323158036222663
despise,NOUN,3,0.022615512688772627
despise,VERB,74,0.5578493129897248
despised,ADJ,10,0.07538504229590876
despiser,NOUN,1,0.0075385042295908755
